time,wind_speed,temp_air,ghi,dhi
2019-01-11 23:00:00+00:00,1.3431228,-2.7553406,-3.4722223e-05,0.0
2019-01-12 00:00:00+00:00,1.4009385,-4.8949585,-3.4722223e-05,0.0
2019-01-12 01:00:00+00:00,1.0375125,-5.882843,-3.4722223e-05,0.0
2019-01-12 02:00:00+00:00,1.1463388,-6.497345,-3.4722223e-05,0.0
2019-01-12 03:00:00+00:00,0.99514866,-5.691101,-3.4722223e-05,0.0
2019-01-12 04:00:00+00:00,1.1269981,-5.8176575,-3.4722223e-05,0.0
2019-01-12 05:00:00+00:00,1.1887984,-5.6518555,-3.4722223e-05,0.0
2019-01-12 06:00:00+00:00,1.5717926,-5.225952,-3.4722223e-05,0.0
2019-01-12 07:00:00+00:00,2.0972896,-5.539215,42.559967,28.038717
2019-01-12 08:00:00+00:00,1.9282815,-4.650055,152.26517,56.10798
2019-01-12 09:00:00+00:00,1.7789115,-3.6185303,278.9044,81.76549
2019-01-12 10:00:00+00:00,1.876579,-1.5611572,373.34933,90.59573
2019-01-12 11:00:00+00:00,1.6704527,-1.1365051,398.82062,91.27722
2019-01-12 12:00:00+00:00,1.632544,-0.93463135,373.86972,90.11548
2019-01-12 13:00:00+00:00,1.3834618,-1.9680786,290.53595,74.86128
2019-01-12 14:00:00+00:00,1.5838345,-0.15814209,162.82785,58.653618
2019-01-12 15:00:00+00:00,1.1852647,-1.5035706,37.299755,18.597256
2019-01-12 16:00:00+00:00,1.4010173,-5.071533,-3.4722223e-05,0.0
2019-01-12 17:00:00+00:00,1.6252499,-5.1968384,-3.4722223e-05,0.0
2019-01-12 18:00:00+00:00,1.4643703,-5.3487244,-3.4722223e-05,0.0
2019-01-12 19:00:00+00:00,1.8915815,-6.179657,-3.4722223e-05,0.0
2019-01-12 20:00:00+00:00,2.3768182,-6.660614,-3.4722223e-05,0.0
2019-01-12 21:00:00+00:00,2.6400235,-7.009308,-3.4722223e-05,0.0
2019-01-12 22:00:00+00:00,1.7332928,-5.439209,-3.4722223e-05,0.0
2019-01-12 23:00:00+00:00,1.6729598,-6.3043213,-3.4722223e-05,0.0
2019-01-13 00:00:00+00:00,1.6599658,-7.214966,-3.4722223e-05,0.0
2019-01-13 01:00:00+00:00,1.5100771,-7.792145,-3.4722223e-05,0.0
2019-01-13 02:00:00+00:00,1.5306051,-8.364868,-3.4722223e-05,0.0
2019-01-13 03:00:00+00:00,1.7828,-8.54837,-3.4722223e-05,0.0
2019-01-13 04:00:00+00:00,1.8502569,-9.059082,-3.4722223e-05,0.0
2019-01-13 05:00:00+00:00,1.6499008,-8.908478,-3.4722223e-05,0.0
2019-01-13 06:00:00+00:00,1.4623648,-8.497742,-3.4722223e-05,0.0
2019-01-13 07:00:00+00:00,1.1960372,-8.177521,46.413715,27.603992
2019-01-13 08:00:00+00:00,0.811241,-6.72641,157.86299,78.10924
2019-01-13 09:00:00+00:00,0.8046943,-2.743927,273.2785,107.62416
2019-01-13 10:00:00+00:00,0.98658466,-2.9704895,335.23383,117.68892
2019-01-13 11:00:00+00:00,1.0839461,-1.7048035,376.7671,115.89664
2019-01-13 12:00:00+00:00,1.4163433,-1.1991577,326.14798,98.66809
2019-01-13 13:00:00+00:00,1.7463664,-1.291565,271.16876,91.04082
2019-01-13 14:00:00+00:00,1.8026835,-2.893921,150.61961,68.14982
2019-01-13 15:00:00+00:00,2.3347278,-3.7849731,32.306736,23.968056
2019-01-13 16:00:00+00:00,2.2728539,-4.796875,-3.4722223e-05,0.0
2019-01-13 17:00:00+00:00,2.0643125,-4.825348,-3.4722223e-05,0.0
