time,MM,DD,HH,temp_air,P,WR,wind_speed,N,x,dirhi,dhi,A,E,ghi
2011-08-04 02:00:00+00:00,8,4,4,18.9,100900,209,3.2,8,11.4,0,0,383,-412,0
2011-08-04 03:00:00+00:00,8,4,5,19.5,100900,234,3.3,8,11.3,2,8,384,-413,10
2011-08-04 04:00:00+00:00,8,4,6,19.8,100800,246,3.1,8,11.0,5,27,386,-413,32
2011-08-04 05:00:00+00:00,8,4,7,20.3,100800,261,4.9,8,10.9,27,86,388,-414,113
2011-08-04 06:00:00+00:00,8,4,8,20.9,100900,258,5.5,5,11.1,157,135,377,-417,292
2011-08-04 07:00:00+00:00,8,4,9,21.3,100900,260,6.3,6,11.1,102,220,372,-423,322
2011-08-04 08:00:00+00:00,8,4,10,22.1,100900,268,6.9,4,10.8,226,259,373,-428,485
2011-08-04 09:00:00+00:00,8,4,11,22.8,100900,280,6.4,4,10.7,236,305,371,-438,541
2011-08-04 10:00:00+00:00,8,4,12,24.6,100900,276,6.3,4,10.3,247,330,377,-456,577
2011-08-04 11:00:00+00:00,8,4,13,24.4,100900,262,6.2,4,9.8,229,335,380,-463,564
2011-08-04 12:00:00+00:00,8,4,14,25.4,100900,250,5.9,5,9.3,200,317,382,-464,517
2011-08-04 13:00:00+00:00,8,4,15,25.0,100900,280,4.5,7,8.8,17,237,388,-470,254
2011-08-04 14:00:00+00:00,8,4,16,24.8,100900,251,3.9,6,9.0,94,245,390,-469,339
2011-08-04 15:00:00+00:00,8,4,17,24.5,100800,261,4.9,5,9.0,186,180,382,-464,366
2011-08-04 16:00:00+00:00,8,4,18,24.3,100800,239,5.2,3,9.0,170,108,371,-460,278
2011-08-04 17:00:00+00:00,8,4,19,23.4,100800,260,3.5,3,9.2,65,71,362,-450,136
2011-08-04 18:00:00+00:00,8,4,20,22.1,100800,220,2.3,4,9.3,3,16,361,-438,19
2011-08-04 19:00:00+00:00,8,4,21,20.8,100700,186,2.3,5,9.6,0,0,363,-427,0
2011-08-04 20:00:00+00:00,8,4,22,19.8,100700,177,2.1,5,9.9,0,0,363,-419,0
2011-08-04 21:00:00+00:00,8,4,23,19.0,100700,182,2.3,5,10.0,0,0,359,-415,0
2011-08-04 22:00:00+00:00,8,4,24,18.8,100600,154,2.6,7,10.0,0,0,364,-412,0
2011-08-04 23:00:00+00:00,8,5,1,19.8,100500,174,3.5,6,9.9,0,0,370,-412,0
2011-08-05 00:00:00+00:00,8,5,2,19.8,100400,164,4.2,7,9.7,0,0,371,-413,0
2011-08-05 01:00:00+00:00,8,5,3,19.5,100300,155,4.3,6,9.5,0,0,371,-413,0
2011-08-05 02:00:00+00:00,8,5,4,19.8,100100,183,5.4,6,9.4,0,0,367,-414,0
2011-08-05 03:00:00+00:00,8,5,5,19.5,100000,172,5.1,7,9.7,0,1,372,-412,1
2011-08-05 04:00:00+00:00,8,5,6,20.6,99900,185,6.2,7,10.3,0,10,381,-409,10
2011-08-05 05:00:00+00:00,8,5,7,21.7,99700,205,7.7,7,10.9,0,23,385,-408,23
2011-08-05 06:00:00+00:00,8,5,8,18.9,99700,249,6.6,6,11.8,0,54,380,-408,54
2011-08-05 07:00:00+00:00,8,5,9,19.1,99800,254,6.6,6,12.1,0,133,373,-408,133
2011-08-05 08:00:00+00:00,8,5,10,19.5,99800,286,7.0,7,11.5,60,247,379,-406,307
2011-08-05 09:00:00+00:00,8,5,11,20.9,99900,266,9.9,7,10.5,184,277,385,-406,461
2011-08-05 10:00:00+00:00,8,5,12,22.8,99900,266,10.2,4,9.4,582,124,381,-405,706
2011-08-05 11:00:00+00:00,8,5,13,22.3,99900,262,10.3,5,8.6,226,292,376,-401,518
2011-08-05 12:00:00+00:00,8,5,14,22.0,100000,274,9.2,5,8.2,254,264,378,-399,518
2011-08-05 13:00:00+00:00,8,5,15,22.1,100100,273,10.1,4,8.0,408,141,373,-405,549
2011-08-05 14:00:00+00:00,8,5,16,22.6,100100,315,8.8,5,7.6,269,182,372,-406,451
2011-08-05 15:00:00+00:00,8,5,17,21.5,100200,307,7.6,6,7.4,133,168,376,-402,301
2011-08-05 16:00:00+00:00,8,5,18,18.6,100200,265,6.4,7,8.3,9,108,375,-401,117
2011-08-05 17:00:00+00:00,8,5,19,19.0,100300,244,5.7,4,8.7,34,64,363,-398,98
2011-08-05 18:00:00+00:00,8,5,20,18.1,100300,257,5.7,3,8.6,5,15,347,-394,20
2011-08-05 19:00:00+00:00,8,5,21,17.7,100300,253,6.4,2,8.7,0,0,337,-392,0
2011-08-05 20:00:00+00:00,8,5,22,17.6,100300,265,6.1,1,8.4,0,0,328,-391,0
2011-08-05 21:00:00+00:00,8,5,23,17.1,100400,261,6.3,0,8.3,0,0,317,-391,0
2011-08-05 22:00:00+00:00,8,5,24,16.7,100400,281,6.8,1,8.3,0,0,315,-392,0
2011-08-05 23:00:00+00:00,8,6,1,16.2,100400,260,6.2,2,8.4,0,0,321,-390,0
2011-08-06 00:00:00+00:00,8,6,2,15.4,100400,267,5.8,3,8.4,0,0,326,-389,0
2011-08-06 01:00:00+00:00,8,6,3,15.9,100400,258,6.7,3,8.4,0,0,329,-388,0
2011-08-06 02:00:00+00:00,8,6,4,15.0,100400,260,6.4,3,8.4,0,0,330,-387,0
2011-08-06 03:00:00+00:00,8,6,5,15.1,100400,266,6.3,3,8.4,1,6,329,-385,7
2011-08-06 04:00:00+00:00,8,6,6,15.6,100400,260,7.0,2,8.6,50,34,325,-384,84
2011-08-06 05:00:00+00:00,8,6,7,16.1,100500,268,7.2,5,8.7,92,74,336,-385,166
2011-08-06 06:00:00+00:00,8,6,8,17.0,100500,284,7.7,6,8.8,43,149,356,-391,192
2011-08-06 07:00:00+00:00,8,6,9,17.7,100600,289,8.3,7,8.8,56,211,367,-400,267
2011-08-06 08:00:00+00:00,8,6,10,19.1,100600,287,8.5,6,8.7,145,267,371,-412,412
2011-08-06 09:00:00+00:00,8,6,11,19.8,100700,282,9.4,6,8.6,182,304,368,-427,486
2011-08-06 10:00:00+00:00,8,6,12,20.7,100700,292,9.4,5,8.4,192,326,365,-439,518
2011-08-06 11:00:00+00:00,8,6,13,21.8,100800,299,10.2,5,8.3,206,326,364,-448,532
2011-08-06 12:00:00+00:00,8,6,14,22.7,100800,288,8.6,7,8.3,11,245,374,-452,256
2011-08-06 13:00:00+00:00,8,6,15,22.3,100800,314,8.9,4,8.4,181,271,371,-449,452
2011-08-06 14:00:00+00:00,8,6,16,22.7,100900,311,7.4,3,8.5,427,136,359,-449,563
2011-08-06 15:00:00+00:00,8,6,17,22.6,100900,312,7.2,4,8.4,227,157,359,-446,384
2011-08-06 16:00:00+00:00,8,6,18,23.1,100900,319,7.1,4,8.2,108,124,360,-437,232
2011-08-06 17:00:00+00:00,8,6,19,21.9,101000,299,5.5,4,8.1,56,67,358,-427,123
2011-08-06 18:00:00+00:00,8,6,20,20.4,101000,326,4.6,3,8.3,0,13,350,-415,13
2011-08-06 19:00:00+00:00,8,6,21,19.0,101100,320,4.0,2,8.2,0,0,338,-406,0
2011-08-06 20:00:00+00:00,8,6,22,17.6,101200,287,3.9,2,7.9,0,0,328,-403,0
2011-08-06 21:00:00+00:00,8,6,23,16.7,101200,295,3.6,1,7.9,0,0,320,-400,0
2011-08-06 22:00:00+00:00,8,6,24,15.8,101200,301,3.1,1,8.1,0,0,314,-396,0
2011-08-06 23:00:00+00:00,8,7,1,13.8,101300,271,2.9,1,8.1,0,0,309,-391,0
2011-08-07 00:00:00+00:00,8,7,2,14.1,101300,261,2.9,1,8.2,0,0,307,-388,0
2011-08-07 01:00:00+00:00,8,7,3,12.8,101300,274,2.2,2,8.0,0,0,307,-385,0
2011-08-07 02:00:00+00:00,8,7,4,11.8,101300,222,1.6,2,7.8,0,0,305,-383,0
2011-08-07 03:00:00+00:00,8,7,5,11.5,101400,266,1.8,2,7.8,0,3,302,-382,3
2011-08-07 04:00:00+00:00,8,7,6,13.3,101400,260,1.2,2,8.2,37,38,304,-381,75
2011-08-07 05:00:00+00:00,8,7,7,15.5,101400,281,1.0,3,8.8,148,72,312,-386,220
2011-08-07 06:00:00+00:00,8,7,8,17.6,101400,234,1.4,3,8.9,167,133,320,-397,300
2011-08-07 07:00:00+00:00,8,7,9,19.4,101400,216,2.3,6,8.7,173,212,334,-413,385
2011-08-07 08:00:00+00:00,8,7,10,20.2,101400,233,2.0,6,8.5,197,270,347,-431,467
2011-08-07 09:00:00+00:00,8,7,11,22.0,101300,247,2.5,6,8.3,237,309,353,-450,546
2011-08-07 10:00:00+00:00,8,7,12,22.8,101300,236,2.6,8,8.5,115,334,364,-465,449
2011-08-07 11:00:00+00:00,8,7,13,23.8,101300,192,2.7,7,8.9,256,335,373,-475,591
2011-08-07 12:00:00+00:00,8,7,14,23.5,101200,217,2.5,7,8.8,250,312,374,-473,562
2011-08-07 13:00:00+00:00,8,7,15,24.3,101200,232,2.9,6,8.7,105,285,374,-469,390
2011-08-07 14:00:00+00:00,8,7,16,24.2,101200,199,2.3,7,8.6,56,237,375,-464,293
2011-08-07 15:00:00+00:00,8,7,17,24.6,101100,199,2.2,7,8.8,27,181,379,-455,208
2011-08-07 16:00:00+00:00,8,7,18,25.1,101100,174,1.8,4,8.9,145,120,373,-449,265
2011-08-07 17:00:00+00:00,8,7,19,23.9,101000,187,1.4,4,8.8,63,71,364,-439,134
2011-08-07 18:00:00+00:00,8,7,20,22.7,101000,114,1.0,3,8.9,1,14,359,-431,15
2011-08-07 19:00:00+00:00,8,7,21,20.4,101000,125,1.7,1,9.0,0,0,346,-424,0
2011-08-07 20:00:00+00:00,8,7,22,21.2,101000,133,2.5,1,9.1,0,0,339,-418,0
2011-08-07 21:00:00+00:00,8,7,23,19.1,101000,145,2.6,0,9.2,0,0,334,-412,0
2011-08-07 22:00:00+00:00,8,7,24,19.7,101000,148,2.7,0,9.3,0,0,330,-409,0
2011-08-07 23:00:00+00:00,8,8,1,18.4,101000,155,2.8,1,9.2,0,0,332,-406,0
2011-08-08 00:00:00+00:00,8,8,2,18.7,101000,149,2.6,2,9.0,0,0,334,-403,0
2011-08-08 01:00:00+00:00,8,8,3,18.2,100900,145,2.8,2,8.8,0,0,334,-399,0
2011-08-08 02:00:00+00:00,8,8,4,18.0,100900,148,2.5,2,8.8,0,0,332,-396,0
2011-08-08 03:00:00+00:00,8,8,5,16.6,100900,127,2.3,2,8.7,0,4,327,-394,4
2011-08-08 04:00:00+00:00,8,8,6,17.7,100800,136,2.2,2,8.9,38,36,325,-392,74
2011-08-08 05:00:00+00:00,8,8,7,20.0,100800,150,2.5,3,9.2,154,67,330,-397,221
2011-08-08 06:00:00+00:00,8,8,8,22.2,100700,157,3.0,1,9.0,305,79,331,-408,384
2011-08-08 07:00:00+00:00,8,8,9,24.9,100700,158,3.3,2,9.1,448,83,335,-426,531
2011-08-08 08:00:00+00:00,8,8,10,27.3,100700,153,3.1,1,9.3,595,76,345,-446,671
2011-08-08 09:00:00+00:00,8,8,11,29.6,100600,164,5.1,1,9.1,671,89,352,-466,760
2011-08-08 10:00:00+00:00,8,8,12,30.8,100600,172,5.5,1,9.0,723,93,360,-484,816
2011-08-08 11:00:00+00:00,8,8,13,31.2,100500,168,5.3,1,9.0,759,81,365,-497,840
2011-08-08 12:00:00+00:00,8,8,14,31.7,100400,160,5.2,1,8.8,359,244,368,-505,603
2011-08-08 13:00:00+00:00,8,8,15,32.1,100300,168,5.5,1,8.6,264,243,371,-508,507
2011-08-08 14:00:00+00:00,8,8,16,32.5,100200,171,5.9,1,8.4,487,112,372,-507,599
2011-08-08 15:00:00+00:00,8,8,17,32.2,100100,161,6.0,2,8.3,333,119,373,-502,452
2011-08-08 16:00:00+00:00,8,8,18,31.5,100000,175,5.4,3,8.3,159,113,377,-491,272
2011-08-08 17:00:00+00:00,8,8,19,30.2,99900,161,4.6,5,8.6,41,71,381,-476,112
2011-08-08 18:00:00+00:00,8,8,20,28.8,99900,145,4.1,6,9.0,0,11,386,-461,11
2011-08-08 19:00:00+00:00,8,8,21,27.7,99800,144,4.8,6,9.3,0,0,384,-450,0
2011-08-08 20:00:00+00:00,8,8,22,26.3,99800,253,5.3,7,9.8,0,0,381,-441,0
2011-08-08 21:00:00+00:00,8,8,23,23.9,99900,284,5.1,7,11.1,0,0,379,-436,0
2011-08-08 22:00:00+00:00,8,8,24,23.0,99900,278,4.7,4,12.2,0,0,368,-433,0
2011-08-08 23:00:00+00:00,8,9,1,21.9,99900,267,3.9,4,12.0,0,0,357,-431,0
2011-08-09 00:00:00+00:00,8,9,2,21.5,99900,252,4.4,7,11.8,0,0,363,-428,0
2011-08-09 01:00:00+00:00,8,9,3,21.2,100000,241,4.8,7,11.6,0,0,371,-425,0
2011-08-09 02:00:00+00:00,8,9,4,20.9,100000,248,3.9,7,11.3,0,0,370,-422,0
2011-08-09 03:00:00+00:00,8,9,5,20.6,100000,261,3.9,7,11.1,0,1,370,-419,1
2011-08-09 04:00:00+00:00,8,9,6,20.6,100000,267,4.0,7,10.9,3,24,370,-417,27
2011-08-09 05:00:00+00:00,8,9,7,20.6,100000,281,3.7,7,10.9,52,81,370,-420,133
2011-08-09 06:00:00+00:00,8,9,8,21.5,100000,239,3.8,6,11.0,170,121,369,-428,291
2011-08-09 07:00:00+00:00,8,9,9,22.5,99900,250,4.3,4,11.1,451,58,362,-433,509
2011-08-09 08:00:00+00:00,8,9,10,24.1,99900,257,4.6,4,11.2,341,199,363,-433,540
2011-08-09 09:00:00+00:00,8,9,11,24.6,99900,253,5.0,4,11.0,461,194,369,-435,655
2011-08-09 10:00:00+00:00,8,9,12,24.4,99900,250,4.6,5,10.6,108,315,377,-439,423
2011-08-09 11:00:00+00:00,8,9,13,22.8,99900,241,5.3,6,11.3,1,214,385,-439,215
2011-08-09 12:00:00+00:00,8,9,14,21.6,99900,271,6.4,5,11.7,118,301,384,-443,419
2011-08-09 13:00:00+00:00,8,9,15,23.9,100000,255,6.7,5,10.7,217,256,381,-449,473
2011-08-09 14:00:00+00:00,8,9,16,24.0,99900,284,6.0,4,10.4,444,122,382,-453,566
2011-08-09 15:00:00+00:00,8,9,17,23.0,99900,256,5.0,4,10.2,275,133,375,-453,408
2011-08-09 16:00:00+00:00,8,9,18,22.3,99900,290,6.3,2,9.5,174,96,362,-448,270
2011-08-09 17:00:00+00:00,8,9,19,20.9,100000,223,2.3,4,9.9,33,66,356,-433,99
2011-08-09 18:00:00+00:00,8,9,20,19.0,100000,239,3.3,3,10.1,1,13,351,-416,14
2011-08-09 19:00:00+00:00,8,9,21,19.0,100100,273,3.6,5,10.0,0,0,350,-408,0
2011-08-09 20:00:00+00:00,8,9,22,18.3,100100,244,4.4,6,10.3,0,0,361,-404,0
2011-08-09 21:00:00+00:00,8,9,23,17.4,100200,263,4.7,6,10.4,0,0,364,-403,0
2011-08-09 22:00:00+00:00,8,9,24,17.3,100300,278,5.7,7,10.5,0,0,367,-401,0
2011-08-09 23:00:00+00:00,8,10,1,16.2,100300,289,5.3,7,10.6,0,0,370,-404,0
2011-08-10 00:00:00+00:00,8,10,2,15.4,100400,285,5.2,7,10.4,0,0,367,-404,0
2011-08-10 01:00:00+00:00,8,10,3,14.9,100400,291,4.8,5,9.8,0,0,355,-404,0
2011-08-10 02:00:00+00:00,8,10,4,14.3,100500,277,4.8,2,9.3,0,0,331,-403,0
2011-08-10 03:00:00+00:00,8,10,5,13.7,100500,290,4.7,2,8.8,0,3,315,-402,3
2011-08-10 04:00:00+00:00,8,10,6,13.7,100600,284,4.3,3,8.8,26,28,318,-399,54
2011-08-10 05:00:00+00:00,8,10,7,14.7,100700,280,5.0,4,8.8,39,82,330,-396,121
2011-08-10 06:00:00+00:00,8,10,8,15.4,100700,291,5.7,5,8.8,225,95,340,-398,320
2011-08-10 07:00:00+00:00,8,10,9,17.1,100800,288,5.1,3,8.4,477,54,339,-406,531
2011-08-10 08:00:00+00:00,8,10,10,18.4,100800,283,6.0,4,7.9,349,198,340,-417,547
2011-08-10 09:00:00+00:00,8,10,11,18.5,100800,296,5.8,6,7.6,177,306,353,-427,483
2011-08-10 10:00:00+00:00,8,10,12,19.1,100800,281,6.5,7,7.7,57,299,364,-434,356
2011-08-10 11:00:00+00:00,8,10,13,19.9,100800,291,6.4,6,7.8,42,290,365,-438,332
2011-08-10 12:00:00+00:00,8,10,14,20.2,100900,254,4.9,6,7.5,124,304,362,-444,428
2011-08-10 13:00:00+00:00,8,10,15,21.1,100800,239,6.6,5,7.0,313,219,358,-448,532
2011-08-10 14:00:00+00:00,8,10,16,21.8,100900,271,6.3,4,6.5,334,181,352,-448,515
2011-08-10 15:00:00+00:00,8,10,17,21.7,100800,276,6.3,3,6.4,305,120,343,-445,425
2011-08-10 16:00:00+00:00,8,10,18,20.5,100800,296,5.7,2,6.3,188,94,332,-438,282
2011-08-10 17:00:00+00:00,8,10,19,19.9,100800,270,3.9,3,6.4,60,65,328,-430,125
2011-08-10 18:00:00+00:00,8,10,20,17.6,100800,263,3.4,3,6.3,2,13,326,-421,15
2011-08-10 19:00:00+00:00,8,10,21,16.0,100900,254,2.8,3,6.3,0,0,320,-413,0
2011-08-10 20:00:00+00:00,8,10,22,15.1,100900,254,2.9,2,6.4,0,0,315,-407,0
2011-08-10 21:00:00+00:00,8,10,23,15.3,100900,247,2.2,1,6.8,0,0,309,-403,0
2011-08-10 22:00:00+00:00,8,10,24,13.4,100900,210,2.2,0,7.0,0,0,303,-402,0
2011-08-10 23:00:00+00:00,8,11,1,12.9,100900,184,1.5,1,7.0,0,0,301,-402,0
2011-08-11 00:00:00+00:00,8,11,2,12.4,100800,193,1.5,2,7.2,0,0,310,-404,0
2011-08-11 01:00:00+00:00,8,11,3,12.5,100800,179,1.6,4,7.1,0,0,324,-405,0
2011-08-11 02:00:00+00:00,8,11,4,13.2,100700,195,2.6,6,7.0,0,0,343,-406,0
2011-08-11 03:00:00+00:00,8,11,5,14.5,100700,183,2.7,7,7.0,0,0,358,-406,0
2011-08-11 04:00:00+00:00,8,11,6,14.4,100600,181,2.5,7,7.2,3,26,365,-405,29
2011-08-11 05:00:00+00:00,8,11,7,15.7,100600,181,3.4,8,7.3,9,75,371,-405,84
2011-08-11 06:00:00+00:00,8,11,8,16.2,100500,212,3.5,7,7.3,29,152,374,-409,181
2011-08-11 07:00:00+00:00,8,11,9,17.9,100500,229,3.7,7,7.8,75,228,375,-417,303
2011-08-11 08:00:00+00:00,8,11,10,18.1,100500,209,4.1,7,8.9,42,262,381,-424,304
2011-08-11 09:00:00+00:00,8,11,11,18.9,100500,199,4.2,7,10.0,6,232,385,-425,238
2011-08-11 10:00:00+00:00,8,11,12,20.2,100500,213,5.9,7,10.2,2,228,391,-429,230
2011-08-11 11:00:00+00:00,8,11,13,19.7,100500,230,3.8,8,10.6,0,138,396,-433,138
2011-08-11 12:00:00+00:00,8,11,14,18.5,100400,223,3.0,8,11.3,0,151,398,-437,151
2011-08-11 13:00:00+00:00,8,11,15,18.1,100400,249,4.4,8,11.5,0,137,396,-442,137
2011-08-11 14:00:00+00:00,8,11,16,17.8,100400,237,3.5,7,11.8,0,125,392,-438,125
2011-08-11 15:00:00+00:00,8,11,17,18.2,100400,212,3.8,8,12.1,0,112,392,-431,112
2011-08-11 16:00:00+00:00,8,11,18,18.3,100400,217,4.9,6,12.3,2,92,390,-429,94
2011-08-11 17:00:00+00:00,8,11,19,18.4,100400,210,3.7,7,12.3,1,49,386,-427,50
2011-08-11 18:00:00+00:00,8,11,20,18.1,100300,205,2.7,8,12.0,0,5,390,-424,5
2011-08-11 19:00:00+00:00,8,11,21,18.0,100300,188,2.5,8,11.9,0,0,391,-417,0
2011-08-11 20:00:00+00:00,8,11,22,18.0,100400,191,1.8,7,11.8,0,0,386,-410,0
2011-08-11 21:00:00+00:00,8,11,23,18.0,100300,199,1.4,6,11.9,0,0,379,-404,0
2011-08-11 22:00:00+00:00,8,11,24,17.5,100300,173,1.6,3,12.1,0,0,364,-405,0
2011-08-11 23:00:00+00:00,8,12,1,16.9,100300,211,1.8,2,12.0,0,0,346,-407,0
2011-08-12 00:00:00+00:00,8,12,2,16.8,100300,220,1.8,2,11.7,0,0,339,-408,0
2011-08-12 01:00:00+00:00,8,12,3,15.9,100300,197,1.9,2,11.1,0,0,335,-409,0
2011-08-12 02:00:00+00:00,8,12,4,15.3,100300,193,1.9,2,10.6,0,0,330,-408,0
2011-08-12 03:00:00+00:00,8,12,5,15.3,100300,183,2.1,3,10.6,0,0,332,-405,0
2011-08-12 04:00:00+00:00,8,12,6,15.9,100300,197,2.1,3,10.6,29,33,336,-402,62
2011-08-12 05:00:00+00:00,8,12,7,17.8,100300,204,2.6,3,10.8,140,73,338,-402,213
2011-08-12 06:00:00+00:00,8,12,8,19.5,100300,219,3.3,3,11.2,231,109,342,-409,340
2011-08-12 07:00:00+00:00,8,12,9,20.9,100300,245,4.2,5,11.1,156,217,355,-417,373
2011-08-12 08:00:00+00:00,8,12,10,21.6,100300,274,4.1,6,10.9,149,283,371,-426,432
2011-08-12 09:00:00+00:00,8,12,11,21.2,100300,258,4.0,7,10.7,32,279,378,-434,311
2011-08-12 10:00:00+00:00,8,12,12,22.8,100300,254,4.0,5,10.5,211,351,374,-442,562
2011-08-12 11:00:00+00:00,8,12,13,24.2,100300,246,4.6,6,9.9,289,337,374,-451,626
2011-08-12 12:00:00+00:00,8,12,14,24.7,100200,265,4.3,6,9.3,333,269,380,-455,602
2011-08-12 13:00:00+00:00,8,12,15,25.1,100200,249,3.6,5,9.3,332,240,378,-458,572
2011-08-12 14:00:00+00:00,8,12,16,26.0,100200,270,4.2,5,9.2,277,224,377,-458,501
2011-08-12 15:00:00+00:00,8,12,17,25.4,100100,258,4.1,5,9.1,181,184,376,-454,365
2011-08-12 16:00:00+00:00,8,12,18,24.3,100100,265,3.0,6,9.2,44,130,377,-447,174
2011-08-12 17:00:00+00:00,8,12,19,22.9,100100,349,2.9,8,9.4,1,47,383,-437,48
2011-08-12 18:00:00+00:00,8,12,20,21.9,100100,12,2.8,8,9.3,0,4,386,-426,4
2011-08-12 19:00:00+00:00,8,12,21,21.2,100100,27,2.5,8,9.3,0,0,383,-416,0
2011-08-12 20:00:00+00:00,8,12,22,20.6,100100,2,2.1,8,9.4,0,0,382,-406,0
2011-08-12 21:00:00+00:00,8,12,23,20.3,100100,38,2.4,8,9.2,0,0,379,-398,0
2011-08-12 22:00:00+00:00,8,12,24,19.2,100100,67,2.2,8,9.3,0,0,375,-393,0
2011-08-12 23:00:00+00:00,8,13,1,19.0,100100,68,2.6,8,9.6,0,0,371,-392,0
2011-08-13 00:00:00+00:00,8,13,2,18.3,99900,92,2.4,8,9.9,0,0,368,-393,0
2011-08-13 01:00:00+00:00,8,13,3,17.9,99900,112,2.7,8,10.3,0,0,367,-391,0
2011-08-13 02:00:00+00:00,8,13,4,17.3,99800,123,2.7,8,10.9,0,0,367,-389,0
2011-08-13 03:00:00+00:00,8,13,5,17.3,99700,193,2.2,8,11.6,0,0,370,-389,0
2011-08-13 04:00:00+00:00,8,13,6,17.4,99700,161,2.2,8,12.2,0,6,370,-391,6
2011-08-13 05:00:00+00:00,8,13,7,17.7,99600,161,1.9,8,12.6,0,37,373,-395,37
2011-08-13 06:00:00+00:00,8,13,8,18.2,99600,150,1.9,8,12.7,0,59,377,-403,59
2011-08-13 07:00:00+00:00,8,13,9,19.7,99600,146,3.3,7,13.1,49,203,379,-412,252
2011-08-13 08:00:00+00:00,8,13,10,21.9,99500,183,3.9,7,13.2,106,255,384,-417,361
2011-08-13 09:00:00+00:00,8,13,11,22.8,99400,204,5.4,6,12.6,53,272,388,-422,325
2011-08-13 10:00:00+00:00,8,13,12,23.5,99400,206,5.9,7,12.2,9,251,393,-431,260
2011-08-13 11:00:00+00:00,8,13,13,23.7,99400,212,6.3,7,11.6,0,204,399,-436,204
2011-08-13 12:00:00+00:00,8,13,14,23.8,99500,209,6.3,7,11.3,0,177,402,-442,177
2011-08-13 13:00:00+00:00,8,13,15,23.2,99500,212,5.8,7,11.6,0,147,402,-448,147
2011-08-13 14:00:00+00:00,8,13,16,21.5,99600,185,4.5,8,12.5,0,109,405,-451,109
2011-08-13 15:00:00+00:00,8,13,17,21.5,99500,223,5.6,7,13.2,0,89,403,-447,89
2011-08-13 16:00:00+00:00,8,13,18,21.1,99500,197,4.1,7,13.2,0,79,397,-438,79
2011-08-13 17:00:00+00:00,8,13,19,21.2,99600,180,4.0,7,13.8,2,45,397,-434,47
2011-08-13 18:00:00+00:00,8,13,20,20.7,99600,193,4.4,7,14.1,0,9,396,-434,9
2011-08-13 19:00:00+00:00,8,13,21,20.9,99600,200,4.3,6,13.6,0,0,389,-431,0
2011-08-13 20:00:00+00:00,8,13,22,20.5,99600,198,4.1,6,12.9,0,0,382,-428,0
2011-08-13 21:00:00+00:00,8,13,23,20.4,99700,212,4.8,6,12.5,0,0,379,-424,0
2011-08-13 22:00:00+00:00,8,13,24,20.3,99700,209,4.0,7,11.8,0,0,379,-421,0
2011-08-13 23:00:00+00:00,8,14,1,20.5,99800,203,5.1,6,11.4,0,0,377,-418,0
2011-08-14 00:00:00+00:00,8,14,2,20.2,99800,208,4.9,6,11.4,0,0,372,-415,0
2011-08-14 01:00:00+00:00,8,14,3,20.0,99800,207,5.4,6,11.4,0,0,370,-411,0
2011-08-14 02:00:00+00:00,8,14,4,19.8,99900,207,4.7,7,11.3,0,0,374,-407,0
2011-08-14 03:00:00+00:00,8,14,5,19.1,99900,209,4.7,6,10.9,0,3,372,-402,3
2011-08-14 04:00:00+00:00,8,14,6,18.8,100000,228,4.3,5,10.6,21,24,361,-399,45
2011-08-14 05:00:00+00:00,8,14,7,19.3,100100,240,4.9,2,10.5,110,59,344,-400,169
2011-08-14 06:00:00+00:00,8,14,8,20.3,100100,219,5.5,2,10.4,296,56,331,-408,352
2011-08-14 07:00:00+00:00,8,14,9,21.0,100200,233,6.6,2,9.9,394,80,332,-419,474
2011-08-14 08:00:00+00:00,8,14,10,22.1,100200,243,7.2,2,8.9,383,166,332,-430,549
2011-08-14 09:00:00+00:00,8,14,11,22.1,100300,223,5.9,4,8.6,251,284,341,-440,535
2011-08-14 10:00:00+00:00,8,14,12,24.1,100300,219,7.1,4,8.7,344,279,353,-449,623
2011-08-14 11:00:00+00:00,8,14,13,24.6,100300,233,6.9,6,8.2,210,324,363,-456,534
2011-08-14 12:00:00+00:00,8,14,14,22.6,100300,238,8.9,7,8.0,40,282,372,-459,322
2011-08-14 13:00:00+00:00,8,14,15,24.9,100400,223,7.2,2,8.0,607,74,358,-456,681
2011-08-14 14:00:00+00:00,8,14,16,24.8,100400,225,8.3,2,7.6,422,117,343,-451,539
2011-08-14 15:00:00+00:00,8,14,17,24.4,100400,229,7.2,4,7.0,174,165,348,-448,339
2011-08-14 16:00:00+00:00,8,14,18,23.6,100400,239,6.7,3,6.9,30,118,351,-444,148
2011-08-14 17:00:00+00:00,8,14,19,22.7,100500,235,4.3,2,6.9,24,59,342,-436,83
2011-08-14 18:00:00+00:00,8,14,20,21.7,100500,240,5.9,2,6.8,0,7,336,-425,7
2011-08-14 19:00:00+00:00,8,14,21,20.6,100600,228,4.1,0,6.9,0,0,325,-415,0
2011-08-14 20:00:00+00:00,8,14,22,20.1,100700,219,4.5,0,7.1,0,0,316,-408,0
2011-08-14 21:00:00+00:00,8,14,23,19.0,100700,207,4.3,0,7.3,0,0,313,-403,0
2011-08-14 22:00:00+00:00,8,14,24,18.0,100800,203,3.9,0,7.4,0,0,310,-399,0
2011-08-14 23:00:00+00:00,8,15,1,17.9,100800,209,4.4,1,7.5,0,0,312,-396,0
2011-08-15 00:00:00+00:00,8,15,2,17.4,100800,193,4.1,2,7.5,0,0,319,-393,0
