electricity_demand;h2_demand;consumption_price;feed-in_tariff_wind;pv_norm;wind_norm
6.723444474;0;0.049856;0.05198;0;0.028228882
4.493222205;0;0.049856;0.06324;0;0.024709669
6.889111092;0;0.049856;0.075069998;0;0.028785559
6.452888875;0;0.095776;0.08813;0.3366772;0
6.631222225;0;0.095776;0.09004;0.5311472;0.03203115
8.071999992;0;0.095776;0.090530003;0.6762221;0.036066803
9.650333366;0;0.095776;0.08976;0.7566767;0
8.489111133;0;0.095776;0.08926;0.7716192;0
6.91744445;0;0.095776;0.08909;0.7268282;0.035309134
8.088444442;0;0.095776;0.08648;0.628841;0.00123855
8.174222184;0;0.095776;0.085089997;0.4845239;0.056016331
8.234888892;0;0.095776;0.085089997;0.3046048;0.013954677
7.624;0;0.095776;0.090980004;0;0
7.895555566;0;0.095776;0.09086;0;0
8.744888932;0;0.095776;0.09004;0;0.000892228
7.873333317;0;0.095776;0.09026;0;0
4.858777759;0;0.095776;0.089870003;0;0
4.552222213;0;0.095776;0.08901;0;0
4.639555566;0;0.095776;0.0809;0;0
4.666333329;0;0.049856;0.0709;0;0
5.182666646;0;0.049856;0.05263;0;0
4.604888888;0;0.049856;0.04776;0;0
4.677666675;0;0.049856;0.0459;0;0
5.655111125;0;0.049856;0.0459;0;0
7.61933335;0;0.049856;0.054410001;0;0
7.274999976;0;0.049856;0.06486;0;0
7.108222201;0;0.049856;0.080999998;0;0
6.497777791;0;0.095776;0.09024;0;0
6.982777751;0;0.095776;0.09263;0.14003359;0
7.01144445;0;0.095776;0.09417;0.2547059;0
7.287777783;0;0.095776;0.09292;0.3264515;0.00121931
6.622666699;0;0.095776;0.09285;0.3476549;0
6.994222209;0;0.095776;0.09292;0.318237;0
7.008333317;0;0.095776;0.09285;0.2432684;0
7.158111117;0;0.095776;0.09343;0.13225175;0
6.816444434;0;0.095776;0.09489;0;0
6.48333335;0;0.095776;0.097249998;0;0
6.828777808;0;0.095776;0.09909;0;0
7.608666683;0;0.095776;0.09966;0;0
6.463888875;0;0.095776;0.10148;0;0
4.298777799;0;0.095776;0.10191;0;0
4.256555566;0;0.095776;0.09895;0;0
4.352333317;0;0.095776;0.09591;0;0
4.3511111;0;0.049856;0.09846;0;0
4.941888892;0;0.049856;0.092890004;0;0
4.473111104;0;0.049856;0.085089997;0;0
4.682222233;0;0.049856;0.08091;0;0
4.870222229;0;0.049856;0.07165;0;0
6.894777775;0;0.049856;0.0714;0;0
7.061888892;0;0.049856;0.0714;0;0.001002735
6.998666675;0;0.049856;0.07788;0;0
7.151444434;0;0.095776;0.083909996;0.2420795;0
6.319000008;0;0.095776;0.08909;0.4311891;0
5.698222209;0;0.095776;0.09591;0.5757827;0
3.663111121;0;0.095776;0.09754;0.6588431;0.024549307
2.438444448;0;0.095776;0.09628;0.6771319;0
2.281222223;0;0.095776;0.09297;0.6348392;0.064174819
2.392333335;0;0.095776;0.08909;0.538452;0.807266457
2.394888892;0;0.095776;0.08365;0.3961363;0.841089921
2.462555554;0;0.095776;0.078890003;0.2207288;1.009071811
2.266555554;0;0.095776;0.08512;0;1.011523622
3.046444442;0;0.095776;0.09088;0;1.012164882
4.258666675;0;0.095776;0.08961;0;1.011600472
4.432444462;0;0.095776;0.0909;0;0.778374961
4.360555538;0;0.095776;0.0909;0;0.637321102
4.929555542;0;0.095776;0.08959;0;0.02307737
4.51844443;0;0.095776;0.08785;0;0
4.496222196;0;0.049856;0.08306;0;0.22080126
4.531666659;0;0.049856;0.056879999;0;0.492913228
4.509222192;0;0.049856;0.05689;0;0.591626614
4.587999967;0;0.049856;0.05641;0;0.729752126
4.780222233;0;0.049856;0.056580001;0;0.606056378
4.704111104;0;0.049856;0.05789;0;0.616477323
6.050888896;0;0.049856;0.060619999;0;0.377689921
6.990777751;0;0.049856;0.06367;0;0.436711496
7.046777808;0;0.095776;0.07179;0.5735624;0.164527087
6.541777783;0;0.095776;0.083909996;0.7956429;0.011270677
5.513333358;0;0.095776;0.09057;0.9502907;0.22080126
4.980333333;0;0.095776;0.09392;1.0266476;0.162978268
4.736000024;0;0.095776;0.09394;1.0312379;0.818703465
3.597;0;0.095776;0.09497;0.9755037;0.217703622
3.50955555;0;0.095776;0.09489;0.8668055;0.110663622
3.398444438;0;0.095776;0.09031;0.7085232;0.939192126
2.486333333;0;0.095776;0.08959;0.5056047;0.864964252
2.412222233;0;0.095776;0.095089997;0;0.703860787
3.09411111;0;0.095776;0.10217;0;0.999293701
4.315222213;0;0.095776;0.1109;0;0.995337165
4.805333321;0;0.095776;0.113109997;0;0.931137953
4.404111092;0;0.095776;0.11861;0;0.421172756
4.442333329;0;0.095776;0.112950004;0;0.743141575
4.423000012;0;0.095776;0.1069;0;0.816426457
4.435222229;10;0.049856;0.10759;0;0.873359685
4.624222245;0;0.049856;0.09845;0;0.226480315
4.552222257;0;0.049856;0.093909996;0;0.011656945
4.62151853;0;0.049856;0.09104;0;0
4.678191903;0;0.049856;0.09044;0;0
4.666015499;0;0.049856;0.09199;0;0
4.424222209;0;0.049856;0.1009;0;0
4.826463619;0;0.049856;0.108230003;0;0
4.399555554;0;0.095776;0.111520003;0.07667151;0
3.468222247;0;0.095776;0.11122;0.2437907;0
4.648222231;0;0.095776;0.111520003;0.3788342;0
4.665777799;0;0.095776;0.110380004;0.4629112;0
3.708777757;0;0.095776;0.11036;0.4881027;0
2.057777773;0;0.095776;0.11032;0.4541855;0
2.118222223;0;0.095776;0.109819997;0.3660186;0.073188142
2.308444454;0;0.095776;0.109489997;0.2334294;0
2.332444456;0;0.095776;0.107989996;0.07321668;0
2.39344444;0;0.095776;0.107989996;0;0
2.971999992;0;0.095776;0.10961;0;0
4.272222201;0;0.095776;0.110590003;0;0
4.329444442;0;0.095776;0.11178;0;0.000911468
4.364111117;0;0.095776;0.111520003;0;0
4.467777759;0;0.095776;0.109819997;0;0
4.515666683;0;0.095776;0.10782;0;0.012309638
4.712777779;0;0.049856;0.10961;0;0.024596425
4.461222229;0;0.049856;0.09522;0;0
4.512555546;0;0.049856;0.08819;0;0.066369906
4.629555558;0;0.049856;0.087050002;0;0.096531685
5.384888892;0;0.049856;0.0865;0;0
6.531888916;0;0.049856;0.0865;0;0
6.131478638;0;0.049856;0.08819;0;0
6.746584294;0;0.049856;0.0968;0;0
6.954555558;0;0.095776;0.09989;0;0
8.496;0;0.095776;0.10548;0;0
8.421777783;0;0.095776;0.105200003;0.14114915;0
8.292888875;0;0.095776;0.102249998;0.18406098;0
9.481333341;0;0.095776;0.09934;0.19751333;0
8.275111133;0;0.095776;0.09845;0.18069164;0
11.14433333;0;0.095776;0.09604;0.13652561;0
10.76260998;0;0.095776;0.09603;0;0.037581858
10.24433332;0;0.095776;0.09697;0;0
10.29733327;0;0.095776;0.09991;0;0
8.887522127;0;0.095776;0.107919997;0;0
7.315100977;0;0.095776;0.109919995;0;0.022954709
7.021791007;0;0.095776;0.110450004;0;0
5.201301493;0;0.095776;0.11036;0;0
4.293111129;0;0.095776;0.108169998;0;0
4.294222241;0;0.095776;0.10321;0;0
4.180888904;0;0.049856;0.10248;0;0
4.198555562;0;0.049856;0.0919;0;0
4.7918889;0;0.049856;0.0899;0;0
4.228282825;0;0.049856;0.08819;0;0
4.837803426;0;0.049856;0.08799;0;0
4.537888904;0;0.049856;0.087890004;0;0
4.423666646;0;0.049856;0.09096;0;0
4.348555566;0;0.049856;0.10248;0;0
4.450666659;0;0.095776;0.10787;0;0
9.284888932;0;0.095776;0.10835;0;0
12.85053906;0;0.095776;0.106630004;0.18096024;0
10.88477778;0;0.095776;0.09958;0.2368077;0
11.81133341;0;0.095776;0.098909996;0.2544463;0.001065389
12.65212897;0;0.095776;0.09044;0.232886;0
11.80459365;0;0.095776;0.088;0.17559643;0
12.40111107;0;0.095776;0.08888;0;0
12.86855563;0;0.095776;0.089800003;0;0
11.64526266;0;0.095776;0.0928;0;0
10.06077782;0;0.095776;0.09359;0;0.001257791
6.904666667;0;0.095776;0.09603;0;0
6.110333366;0;0.095776;0.101199997;0;0
4.919222229;0;0.095776;0.09895;0;0
4.734666691;0;0.095776;0.08774;0;0
4.644999984;0;0.095776;0.08512;0;0
4.798222266;0;0.049856;0.07927;0;0.000930709
4.770111108;0;0.049856;0.077199999;0;0
5.244564884;0;0.049856;0.0751;0;0
4.807000016;0;0.049856;0.0739;0;0
5.200444466;0;0.049856;0.073949998;0;0
7.585111133;0;0.049856;0.07799;0;0
4.600888879;0;0.049856;0.0824;0;0.000925775
4.433555534;0;0.049856;0.09397;0;0.000975602
4.286555566;0;0.095776;0.09812;0;0.001193657
8.418555607;0;0.095776;0.09992;0;0.011530409
14.23044443;0;0.095776;0.098480004;0.17094401;0
13.34933338;0;0.095776;0.09835;0.22357298;0
15.5028889;0;0.095776;0.09551;0.240256;0
12.3455082;0;0.095776;0.095730003;0.21995463;0.013262016
13.57559364;0;0.095776;0.09564;0.16598941;0.023200031
10.7697778;0;0.095776;0.09491;0;0.032276504
11.16730304;0;0.095776;0.09586;0;0
10.80310018;0;0.095776;0.09837;0;0
7.316777751;0;0.095776;0.09873;0;0
9.588555575;0;0.095776;0.09998;0;0
7.526999976;0;0.095776;0.10393;0;0
4.836333337;0;0.095776;0.10345;0;0
4.263222209;0;0.095776;0.09907;0;0
4.090666675;0;0.095776;0.098480004;0;0
4.175888888;0;0.049856;0.09647;0;0
4.719177917;0;0.049856;0.0899;0;0
4.227333333;0;0.049856;0.087050002;0;0
4.275222196;0;0.049856;0.08691;0;0
4.57255553;0;0.049856;0.08703;0;0
4.935222225;0;0.049856;0.08819;0;0
4.576111153;0;0.049856;0.0969;0;0
4.540111125;0;0.049856;0.10287;0;0
4.175111104;0;0.095776;0.10748;0;0
5.962444466;0;0.095776;0.10779;0;0
9.692888924;0;0.095776;0.108090003;0.13286002;0
11.07133332;0;0.095776;0.10724;0.17233603;0
10.404;0;0.095776;0.10472;0.185539;0
9.320906755;0;0.095776;0.10476;0.17107343;0
11.3980505;0;0.095776;0.10249;0.13110653;0
13.11722765;0;0.095776;0.10248;0;0
14.12064954;0;0.095776;0.10249;0;0
12.61272729;0;0.095776;0.10287;0;0
8.675111117;0;0.095776;0.10726;0;0
10.27488895;0;0.095776;0.10779;0;0
9.114376074;0;0.095776;0.10779;0;0
4.593666675;0;0.095776;0.10706;0;0
4.6321111;0;0.095776;0.10447;0;0
4.908881913;0;0.095776;0.10249;0;0
4.846999996;0;0.049856;0.09692;0;0.010058539
4.637888888;0;0.049856;0.08904;0;0
4.632222241;0;0.049856;0.0875;0;0
4.603999988;0;0.049856;0.086999997;0;0
5.042888892;0;0.049856;0.0871;0;0
5.556999992;0;0.049856;0.0875;0;0
7.953555599;0;0.049856;0.088030003;0;0
7.012333333;0;0.049856;0.09095;0;0
6.785777799;0;0.095776;0.09188;0;0
7.242333309;0;0.095776;0.09906;0;0
7.077777799;0;0.095776;0.101659997;0.14489409;0
8.300444425;0;0.095776;0.1014;0.18775234;0.001116696
7.356222233;0;0.095776;0.1004;0.20122403;0.012482803
7.800111076;0;0.095776;0.09997;0.1844685;0
7.156222233;0;0.095776;0.0996;0.14035149;0.027247654
7.627435872;0;0.095776;0.09647;0;0.079753811
5.739030298;0;0.095776;0.09589;0;0.216035748
4.35620127;0;0.095776;0.09691;0;0
4.587111145;0;0.095776;0.1019;0;0.001058976
6.12955555;0;0.095776;0.10287;0;0.11247537
6.158444434;0;0.095776;0.10472;0;0.115374142
5.393000008;0;0.095776;0.10301;0;0.043642567
5.302555566;0;0.095776;0.10044;0;0.010578022
5.389333333;0;0.095776;0.09905;0;0
5.897555566;0;0.049856;0.0896;0;0.001187243
5.335000008;0;0.049856;0.08617;0;0.083849244
5.341333325;0;0.049856;0.084819997;0;0.076471055
5.369131299;0;0.049856;0.083;0;0.604452913
5.699222217;0;0.049856;0.08299;0;0.724385669
5.487333317;0;0.049856;0.083;0;0.844612126
5.031888871;0;0.049856;0.084819997;0;0.959374961
4.91433335;0;0.049856;0.08591;0;1.011376063
4.863000004;0;0.095776;0.08611;0.5170321;1.012598425
5.478;0;0.095776;0.08856;0.7212384;1.012598425
5.631333309;0;0.095776;0.094800003;0.8648465;0.474992756
4.764444417;0;0.095776;0.0957;0.9372981;0.199633858
4.316555538;0;0.095776;0.0957;0.9434851;0.172271339
3.766222213;0;0.095776;0.09901;0.8930185;0.030068693
3.146333341;0;0.095776;0.099429997;0.792491;0.01473389
3.203111129;0;0.095776;0.094800003;0.645598;0.022341433
3.2551111;0;0.095776;0.09405;0.4579489;0.014693921
2.883777773;0;0.095776;0.0957;0;0
3.158333346;0;0.095776;0.10172;0;0
4.895222225;0;0.095776;0.10587;0;0.009625639
4.747333313;0;0.095776;0.108090003;0;0.113924835
5.800666659;0;0.095776;0.10882;0;0.014041244
5.323222201;0;0.095776;0.106910003;0;0.000988428
5.35666665;0;0.095776;0.10214;0;0
5.250333333;10;0.049856;0.10172;0;0
5.309666667;0;0.049856;0.094499997;0;0
5.311111108;0;0.049856;0.08856;0;0
5.471404036;0;0.049856;0.08704;0;0
5.612145492;0;0.049856;0.08659;0;0
5.463352824;0;0.049856;0.088030003;0;0
4.964000016;0;0.049856;0.09645;0;0
4.794253996;0;0.049856;0.1018;0;0
5.566555566;0;0.095776;0.105889996;0.4471296;0
5.721414111;0;0.095776;0.106910003;0.6487273;0
5.002444458;0;0.095776;0.10593;0.7955714;0
6.427333358;0;0.095776;0.10297;0.8746434;0.00997862
6.284777751;0;0.095776;0.10191;0.8872713;0.000994843
5.376000008;0;0.095776;0.1018;0.8403767;0
2.732666667;0;0.095776;0.0996;0.7400991;0.000982016
2.981222203;0;0.095776;0.09873;0.5918207;0.009279323
2.802111117;0;0.095776;0.0969;0.4043207;0
2.840111112;0;0.095776;0.09873;0;0
2.8561111;0;0.095776;0.10249;0;0
4.51300002;0;0.095776;0.10518;0;0
4.670444421;0;0.095776;0.106130002;0;0
5.0878889;0;0.095776;0.103300002;0;0
4.735111112;0;0.095776;0.09905;0;0
4.687444454;0;0.095776;0.09322;0;0
4.826666675;0;0.049856;0.0854;0;0
5.141222205;0;0.049856;0.0822;0;0
5.009666659;0;0.049856;0.0789;0;0
5.044222233;0;0.049856;0.075999998;0;0
5.657666667;0;0.049856;0.075999998;0;0
6.649777799;0;0.049856;0.079999998;0;0
6.230111125;0;0.049856;0.08393;0;0
6.245555558;0;0.049856;0.09279;0;0
6.460777791;0;0.095776;0.10172;0.4761629;0
8.22566665;0;0.095776;0.104350003;0.6782263;0
8.67244445;0;0.095776;0.102890004;0.8220779;0
7.625000024;0;0.095776;0.10122;0.8958406;0
7.23866665;0;0.095776;0.09893;0.9029947;0.013781496
8.960777824;0;0.095776;0.09706;0.8525557;0.001071803
10.12122222;0;0.095776;0.0954;0.7516885;0
10.00833333;0;0.095776;0.09285;0.6053637;0.009192739
10.35655557;0;0.095776;0.09033;0.4203783;0
10.65044448;0;0.095776;0.093;0;0
9.009777718;0;0.095776;0.09992;0;0
10.243;0;0.095776;0.10249;0;0
9.140777751;0;0.095776;0.104350003;0;0
5.015999992;0;0.095776;0.10249;0;0.000930709
4.697777771;0;0.095776;0.09359;0;0.009971956
5.258111117;0;0.095776;0.08617;0;0.025775732
4.612888904;0;0.049856;0.08354;0;0.001103869
4.827222253;0;0.049856;0.0809;0;0
5.175666667;0;0.049856;0.07708;0;0
4.735;0;0.049856;0.07657;0;0
5.035777808;0;0.049856;0.07635;0;0
5.08044445;0;0.049856;0.07735;0;0
4.756555583;0;0.049856;0.08241;0;0
5.014333309;0;0.049856;0.088839997;0;0
6.787333309;0;0.095776;0.0996;0.2469882;0
7.276333341;0;0.095776;0.10249;0.4297676;0
7.764777791;0;0.095776;0.10249;0.5691506;0
7.689111149;0;0.095776;0.097249998;0.6492979;0
7.644111076;0;0.095776;0.09587;0.6672617;0
7.271222249;0;0.095776;0.09587;0.626889;0.001206483
9.139555591;0;0.095776;0.095730003;0.5340728;0.01473389
9.576777783;0;0.095776;0.09562;0.3963825;0
10.53988888;0;0.095776;0.09563;0.2260537;0
11.04177773;0;0.095776;0.09748;0;0
9.240222217;0;0.095776;0.10287;0;0
7.425111141;0;0.095776;0.1047;0;0
6.45955555;0;0.095776;0.1064;0;0
5.121777808;0;0.095776;0.1064;0;0.00112311
5.417666675;0;0.095776;0.101999997;0;0
5.25855555;0;0.095776;0.0996;0;0
5.176666683;0;0.049856;0.10081;0;0
4.779111137;0;0.049856;0.0929;0;0
4.691666634;0;0.049856;0.088030003;0;0.03264452
4.82855557;0;0.049856;0.08655;0;0.022341433
5.939777816;0;0.049856;0.08609;0;0
7.901444434;0;0.049856;0.086859997;0;0
4.811222225;0;0.049856;0.09587;0;0
4.866333325;0;0.049856;0.0996;0;0
4.943999992;0;0.095776;0.101789997;0.3990191;0
9.030000037;0;0.095776;0.10249;0.591102;0
10.68211113;0;0.095776;0.10227;0.7292179;0
12.15611108;0;0.095776;0.101789997;0.8008138;0
11.9475556;0;0.095776;0.10097;0.8082631;0.00936589
12.61059595;0;0.095776;0.10131;0.7599447;0.012309638
11.07799993;0;0.095776;0.100800002;0.6632811;0.030483827
10.03622222;0;0.095776;0.10076;0.5240072;0.040864724
11.36166665;0;0.095776;0.10071;0.3495764;0.093632756
11.20111113;0;0.095776;0.10086;0;0.092183291
10.4483334;0;0.095776;0.1021;0;0.012655953
13.93855557;0;0.095776;0.10281;0;0
13.52866667;0;0.095776;0.10329;0;0
7.805555542;0;0.095776;0.1025;0;0.014560724
6.443777775;0;0.095776;0.101789997;0;0
8.73544445;0;0.095776;0.10097;0;0
8.241222209;0;0.049856;0.09959;0;0
8.222111084;0;0.049856;0.09197;0;0
8.429555583;0;0.049856;0.08797;0;0
8.420888883;0;0.049856;0.08617;0;0
8.607888875;0;0.049856;0.08599;0;0.000943535
8.568666642;0;0.049856;0.08599;0;0
8.229444474;0;0.049856;0.0929;0;0
8.258111117;0;0.049856;0.1001;0;0
8.602333341;0;0.095776;0.10079;0;0
7.911111141;0;0.095776;0.10086;0;0
10.21888886;0;0.095776;0.10036;0.17788082;0
11.36744445;0;0.095776;0.0996;0.2280539;0
11.33822222;0;0.095776;0.09748;0.2429451;0
11.82544445;0;0.095776;0.0963;0.22235906;0
11.53133335;0;0.095776;0.095730003;0.16994337;0
9.497;0;0.095776;0.092909997;0;0
9.996555566;0;0.095776;0.0929;0;0.027124976
10.28004443;0;0.095776;0.095730003;0;0
10.14388892;0;0.095776;0.09959;0;0
10.68666665;0;0.095776;0.10076;0;0
9.554333301;0;0.095776;0.10085;0;0
7.748333358;0;0.095776;0.10036;0;0.06786211
6.574888875;0;0.095776;0.09996;0;0.384841732
6.507777767;0;0.095776;0.09939;0;0.217703622
6.460222201;0;0.049856;0.09939;0;0.151386614
6.493111108;0;0.049856;0.088909996;0;1.012598425
6.530555566;0;0.049856;0.08208;0;0.430195433
6.591222225;0;0.049856;0.08208;0;0.103778724
6.808666683;0;0.049856;0.0809;0;0.239387244
6.770888892;0;0.049856;0.080480002;0;0.153059055
7.592444474;0;0.049856;0.080730003;0;0.665724724
9.084777783;0;0.049856;0.08364;0;0.201182677
9.217111133;0;0.095776;0.08217;0.425253;0.049198173
8.326777759;0;0.095776;0.0919;0.6192615;0.058541543
8.341000033;0;0.095776;0.09939;0.7625569;0.08051137
9.705888883;0;0.095776;0.098699997;0.8425628;0.061824457
10.40144443;0;0.095776;0.09156;0.8593196;0.144725039
9.751888851;0;0.095776;0.093909996;0.8177216;0.122259055
9.95044445;0;0.095776;0.0879;0.7222882;0.445671181
9.148333293;0;0.095776;0.08091;0.5778604;0.461146929
5.574999996;0;0.095776;0.0807;0.3940389;0.26983937
2.836222225;0;0.095776;0.08528;0;0.167108504
2.978555575;0;0.095776;0.09028;0;0.113562394
5.266333341;0;0.095776;0.09691;0;0.858545039
5.041666699;0;0.095776;0.098699997;0;1.005027874
5.348888924;0;0.095776;0.0984;0;0.980655433
5.377000016;0;0.095776;0.08695;0;1.012312441
5.279777775;0;0.095776;0.08195;0;0.158848031
5.372555534;0;0.049856;0.08135;0;0.804446772
5.543777759;0;0.049856;0.07147;0;0.035309134
5.40644445;0;0.049856;0.07014;0;0.127331874
5.925000008;0;0.049856;0.0684;0;0.47417874
5.706444466;0;0.049856;0.06089;0;0.727636535
5.601888908;0;0.049856;0.0659;0;1.012588189
5.134444458;0;0.049856;0.06937;0;1.009160787
5.252444458;0;0.049856;0.074230002;0;0.74032189
5.295;0;0.095776;0.079530002;0.5398377;0.812902677
4.014666675;0;0.095776;0.08125;0.7448312;0.967039843
3.402666659;0;0.095776;0.0876;0.8912573;0.891630236
3.140888879;0;0.095776;0.08695;0.9692771;0.984392756
2.583666671;0;0.095776;0.0842;0.9825196;0.924604882
2.785222213;0;0.095776;0.08883;0.9380638;0.96330252
3.274555558;0;0.095776;0.08656;0.8399828;0.753005827
2.448111117;0;0.095776;0.0821;0.6906734;0.85755622
2.407666677;0;0.095776;0.0821;0.4967493;0.615675591
2.408666669;0;0.095776;0.08544;0;0.726934016
2.585111112;0;0.095776;0.09893;0;0.270527874
4.664000024;0;0.095776;0.1018;0;0.293645984
4.886444438;0;0.095776;0.10287;0;0.262952913
4.875888871;0;0.095776;0.10433;0;0.180015433
4.917333317;0;0.095776;0.1027;0;0.275348346
4.994777791;0;0.095776;0.10044;0;0.044905244
4.928888908;10;0.049856;0.09893;0;0.029700819
5.087222257;0;0.049856;0.08562;0;0
5.767888916;0;0.049856;0.081850003;0;0
5.138444474;0;0.049856;0.08125;0;0
5.4148788;0;0.049856;0.08075;0;0
5.143760457;0;0.049856;0.0811;0;0.010924346
4.805363623;0;0.049856;0.0854;0;0
4.735265426;0;0.049856;0.09893;0;0
5.221262655;0;0.095776;0.09991;0;0
3.5901111;0;0.095776;0.10169;0.11276755;0
3.013999976;0;0.095776;0.100999998;0.20539934;0
3.119333337;0;0.095776;0.0996;0.2634536;0
2.833222225;0;0.095776;0.09899;0.2804443;0
3.046222233;0;0.095776;0.098909996;0.2562714;0
3.148666659;0;0.095776;0.09659;0.19538093;0
2.681555548;0;0.095776;0.09363;0.10595595;0
2.515444438;0;0.095776;0.09306;0;0
2.636111119;0;0.095776;0.0967;0;0
2.716666675;0;0.095776;0.09859;0;0
4.464666659;0;0.095776;0.09993;0;0.001065389
4.931777779;0;0.095776;0.10191;0;0
5.052888859;0;0.095776;0.10122;0;0
5.049222241;0;0.095776;0.098760003;0;0
5.053111084;0;0.095776;0.09699;0;0
5.4628889;0;0.049856;0.09991;0;0
5.20866665;0;0.049856;0.093909996;0;0
5.322999992;0;0.049856;0.0903;0;0
5.364222233;0;0.049856;0.08833;0;0
5.480666659;0;0.049856;0.08833;0;0
5.451000016;0;0.049856;0.08866;0;0
4.994222249;0;0.049856;0.09438;0;0.050172126
4.820777812;0;0.049856;0.10024;0;0.283611811
5.032888883;0;0.095776;0.10231;0;0.067632583
4.070444458;0;0.095776;0.1027;0.15098192;0.017331307
3.287333329;0;0.095776;0.102519997;0.2533707;0.241968661
3.521888896;0;0.095776;0.10159;0.315191;1.008215433
3.212777787;0;0.095776;0.10045;0.3312232;0.641329764
2.615;0;0.095776;0.10092;0.3030316;0.411462047
2.583666667;0;0.095776;0.10024;0.2359686;0.551542677
3.113999996;0;0.095776;0.0996;0.13809787;0.326996535
2.479000012;0;0.095776;0.10024;0;0.388285039
2.591222221;0;0.095776;0.09893;0;0.757233701
2.582999984;0;0.095776;0.10199;0;0.855583307
4.383666654;0;0.095776;0.10347;0;0
4.461888883;0;0.095776;0.10441;0;0
5.211222217;0;0.095776;0.10399;0;0
4.862888867;0;0.095776;0.10267;0;0
5.265111133;0;0.095776;0.102589997;0;0
5.027000016;0;0.049856;0.10249;0;0.011184094
4.980777799;0;0.049856;0.10065;0;0.104865748
4.913444417;0;0.049856;0.09859;0;0.048188079
5.315666659;0;0.049856;0.093909996;0;0.259509921
5.487333317;0;0.049856;0.09047;0;0.410647717
5.274000024;0;0.049856;0.0919;0;0.658535906
4.961111129;0;0.049856;0.09755;0;0.920044882
